Opportunity_ID,Created_Date,Region,Segment,Opportunity_Type,Deal_Stage,Salesperson,Closed_Lost_Reason,Sales_Cycle_Days,Closed_Date,Deal_Size (£),Closed_Month
177,2024-05-23 00:29:11.239232890,EMEA,Commercial,Renewal,Closed Won,EMEA2,,38,2024-08-20 00:29:11.239232890,40754.7805120746,2024-08
178,2024-08-14 02:25:13.435009752,North America,Enterprise,New Customer,Negotiation,NA1,,38,2024-09-12 02:25:13.435009752,217513.5793828453,2024-09
179,2024-08-17 05:28:25.371051124,APAC,Enterprise,Renewal,Proposal,APAC4,,58,2024-12-10 05:28:25.371051124,201700.07767324604,2024-12
180,2024-11-25 10:36:00.060303424,North America,Enterprise,Renewal,Proposal,NA3,,70,2024-12-27 10:36:00.060303424,140111.5275075613,2024-12
181,2024-09-28 17:17:05.881472860,North America,Commercial,Renewal,Proposal,NA7,,32,2024-10-18 17:17:05.881472860,48441.2772620176,2024-10
182,2024-04-28 02:20:22.612876344,North America,Commercial,New Customer,Qualified,NA1,,40,2024-05-30 02:20:22.612876344,58202.42239735546,2024-05
183,2024-11-20 02:01:08.252556052,APAC,SMB,New Customer,Negotiation,APAC2,,25,2024-12-31 00:00:00.000000000,12596.901800153706,2024-12
184,2024-05-12 09:19:57.850882444,APAC,Commercial,Renewal,Closed Lost,APAC1,Lost to Internal Solution,50,2024-08-16 09:19:57.850882444,50852.64932631268,2024-08
185,2024-03-12 07:04:13.297125772,North America,Enterprise,Renewal,Proposal,NA8,,56,2024-05-05 07:04:13.297125772,146376.80005736815,2024-05
186,2024-07-19 03:01:54.052022788,EMEA,Strategic,New Customer,Negotiation,EMEA5,,109,2024-12-27 03:01:54.052022788,334875.7827716539,2024-12
187,2024-04-12 10:54:58.730200647,EMEA,Strategic,Renewal,Closed Lost,EMEA8,,72,2024-06-15 10:54:58.730200647,368487.1117629672,2024-06
188,2024-05-16 15:25:29.532288674,EMEA,Strategic,Renewal,Closed Won,EMEA3,,69,2024-07-05 15:25:29.532288674,326366.6354601153,2024-07
189,2024-12-10 02:02:33.512327612,EMEA,Strategic,New Customer,Closed Won,EMEA7,,100,2025-02-10 02:02:33.512327612,317707.194895472,2025-02
190,2024-03-23 22:30:17.316450722,North America,Enterprise,New Customer,Closed Won,NA8,,36,2024-05-03 22:30:17.316450722,165079.01467485333,2024-05
191,2024-07-11 20:24:59.036156336,North America,Commercial,New Customer,Discovery,NA6,,47,2024-10-20 20:24:59.036156336,45377.01799141545,2024-10
192,2024-03-08 22:23:00.567616980,APAC,Strategic,New Customer,Proposal,APAC5,,87,2024-08-29 22:23:00.567616980,308200.3812127331,2024-08
193,2024-10-27 05:28:25.589220740,APAC,Enterprise,Renewal,Discovery,APAC5,,50,2024-12-31 00:00:00.000000000,203402.7770090916,2024-12
194,2024-09-01 12:06:46.440934984,EMEA,Enterprise,New Customer,Negotiation,EMEA7,,55,2024-10-07 12:06:46.440934984,123228.74980168024,2024-10
195,2024-02-28 15:12:29.853473375,North America,SMB,New Customer,Discovery,NA2,,22,2024-08-10 15:12:29.853473375,12675.258309118257,2024-08
196,2024-01-11 21:46:25.441690002,North America,Commercial,Renewal,Negotiation,NA8,,43,2024-03-30 21:46:25.441690002,60372.72889145808,2024-03
197,2024-01-10 19:01:54.555953268,EMEA,Enterprise,Renewal,Closed Lost,EMEA5,,60,2024-04-08 19:01:54.555953268,177959.9833372411,2024-04
198,2024-01-30 21:34:07.761314505,APAC,Strategic,Renewal,Negotiation,APAC1,,85,2024-07-22 21:34:07.761314505,343185.442710588,2024-07
199,2024-06-09 04:17:25.158876206,APAC,Enterprise,Renewal,Closed Lost,APAC5,Competitor,54,2024-08-16 04:17:25.158876206,176529.03158922435,2024-08
200,2024-02-20 02:13:49.222075838,EMEA,Commercial,New Customer,Discovery,EMEA1,,46,2024-03-24 02:13:49.222075838,53947.207569053135,2024-03
201,2024-03-11 22:37:28.379861395,EMEA,Strategic,New Customer,Closed Lost,EMEA8,Lost to Internal Solution,106,2024-07-27 22:37:28.379861395,308584.4310452804,2024-07
202,2024-01-18 13:40:12.820668431,North America,SMB,Renewal,Closed Lost,NA4,Competitor Switch,24,2024-05-16 13:40:12.820668431,15745.85940787058,2024-05
203,2024-06-11 14:19:14.174207836,North America,Commercial,Renewal,Discovery,NA4,,49,2024-08-31 14:19:14.174207836,73880.69303407738,2024-08
204,2024-09-03 23:39:26.411514264,APAC,SMB,Expansion,Proposal,APAC2,,23,2024-12-31 00:00:00.000000000,19694.093799028225,2024-12
205,2024-06-25 07:48:06.815855442,EMEA,Enterprise,Renewal,Proposal,EMEA5,,46,2024-10-02 07:48:06.815855442,167975.28928293503,2024-10
206,2024-02-02 21:42:51.902977355,North America,Strategic,Renewal,Negotiation,NA1,,94,2024-07-16 21:42:51.902977355,309044.6748173842,2024-07
207,2024-08-02 20:47:45.838849984,North America,Commercial,Renewal,Discovery,NA9,,43,2024-10-13 20:47:45.838849984,66042.22528400668,2024-10
208,2024-05-15 13:42:11.326633612,EMEA,Strategic,Renewal,Proposal,EMEA5,,101,2024-06-10 13:42:11.326633612,335725.4122965764,2024-06
209,2024-08-31 08:21:01.244407120,North America,Commercial,Renewal,Closed Won,NA6,,51,2024-11-26 08:21:01.244407120,68484.73438510377,2024-11
210,2024-09-14 13:25:37.496897176,North America,Strategic,Renewal,Closed Lost,NA2,,98,2024-12-31 00:00:00.000000000,346178.2719339091,2024-12
211,2024-05-03 12:14:27.087405156,EMEA,Strategic,Renewal,Closed Won,EMEA10,,98,2024-06-23 12:14:27.087405156,340666.8403025835,2024-06
212,2024-08-13 14:18:38.540679232,EMEA,Strategic,Renewal,Closed Lost,EMEA10,Pricing,60,2024-11-11 14:18:38.540679232,351875.7901495801,2024-11
213,2024-05-23 22:40:14.514369166,EMEA,SMB,Renewal,Closed Lost,EMEA1,No Decision,25,2024-09-23 22:40:14.514369166,15520.013276463716,2024-09
214,2024-09-23 15:52:44.558712036,North America,Strategic,Renewal,Discovery,NA4,,98,2024-12-12 15:52:44.558712036,355646.1179132865,2024-12
215,2024-01-30 15:11:25.138457174,EMEA,Enterprise,New Customer,Closed Lost,EMEA7,Lost to Internal Solution,47,2024-03-25 15:11:25.138457174,118466.5512445451,2024-03
216,2024-01-03 01:52:57.245339131,North America,Commercial,New Customer,Closed Lost,NA6,Lost to Internal Solution,45,2024-02-13 01:52:57.245339131,63098.4120342792,2024-02
217,2024-01-19 02:05:47.852122246,North America,Strategic,Renewal,Closed Lost,NA10,,79,2024-05-18 02:05:47.852122246,301919.74528638634,2024-05
218,2024-09-30 14:54:31.650718152,EMEA,Commercial,Renewal,Proposal,EMEA1,,50,2024-12-31 00:00:00.000000000,74072.6368760271,2024-12
219,2024-11-25 09:32:13.882326260,EMEA,Strategic,New Customer,Qualified,EMEA1,,80,2024-12-31 00:00:00.000000000,267942.4576225177,2024-12
220,2024-09-15 03:05:00.887239860,EMEA,SMB,Renewal,Proposal,EMEA8,,23,2024-11-06 03:05:00.887239860,16173.063194333106,2024-11
221,2024-06-17 22:12:29.855669202,EMEA,Enterprise,Renewal,Proposal,EMEA4,,55,2024-11-09 22:12:29.855669202,153382.50714080868,2024-11
222,2024-11-11 17:14:24.836039676,EMEA,Enterprise,New Customer,Negotiation,EMEA5,,82,2024-12-31 00:00:00.000000000,147653.40900046166,2024-12
223,2024-01-11 03:40:22.736723554,North America,SMB,New Customer,Negotiation,NA7,,26,2024-04-19 03:40:22.736723554,13390.623301743935,2024-04
224,2024-01-06 18:50:10.386838587,North America,Commercial,New Customer,Proposal,NA8,,53,2024-06-30 18:50:10.386838587,55023.056568921966,2024-06
225,2024-04-17 02:55:39.843600430,North America,SMB,Renewal,Closed Won,NA10,,21,2024-06-29 02:55:39.843600430,16948.473269010607,2024-06
226,2024-05-03 11:08:40.491027792,North America,Enterprise,New Customer,Closed Lost,NA7,Competitor,47,2024-09-08 11:08:40.491027792,209075.8286781899,2024-09
227,2024-02-19 03:06:07.405273529,APAC,Commercial,Renewal,Negotiation,APAC2,,51,2024-03-21 03:06:07.405273529,53188.87063362565,2024-03
228,2024-10-24 19:16:06.390239500,North America,Enterprise,New Customer,Proposal,NA4,,42,2024-12-31 00:00:00.000000000,201062.1240051451,2024-12
229,2024-05-26 22:54:13.573028656,APAC,Commercial,Renewal,Qualified,APAC2,,41,2024-07-07 22:54:13.573028656,52729.5079959633,2024-07
230,2024-05-30 00:43:15.485355618,EMEA,Commercial,Renewal,Closed Won,EMEA1,,55,2024-07-23 00:43:15.485355618,52614.471661119846,2024-07
231,2024-10-17 02:47:24.700549672,EMEA,Enterprise,New Customer,Discovery,EMEA10,,50,2024-12-31 00:00:00.000000000,192854.6189515732,2024-12
232,2024-07-22 00:45:55.540972796,EMEA,SMB,Renewal,Proposal,EMEA9,,21,2024-12-31 00:00:00.000000000,16139.60272617288,2024-12
233,2024-05-14 16:16:49.396604356,EMEA,Strategic,Renewal,Proposal,EMEA3,,90,2024-06-05 16:16:49.396604356,313973.18705469626,2024-06
234,2024-10-24 04:03:36.147566864,EMEA,Strategic,Expansion,Closed Lost,EMEA3,No Budget,72,2024-12-31 00:00:00.000000000,315876.7806624464,2024-12
235,2024-03-31 06:02:04.306105104,North America,Enterprise,Renewal,Closed Won,NA10,,72,2024-06-17 06:02:04.306105104,182530.11797729303,2024-06
236,2024-01-16 10:27:14.356162371,EMEA,Enterprise,Renewal,Negotiation,EMEA9,,51,2024-02-14 10:27:14.356162371,152650.23813826006,2024-02
237,2024-05-28 06:13:04.775149806,North America,Strategic,Renewal,Negotiation,NA10,,79,2024-10-22 06:13:04.775149806,364135.25974565634,2024-10
238,2024-05-25 15:03:36.905713278,North America,SMB,New Customer,Negotiation,NA3,,25,2024-10-08 15:03:36.905713278,10241.118478595912,2024-10
239,2024-04-27 05:28:01.361249616,EMEA,SMB,New Customer,Discovery,EMEA8,,24,2024-05-13 05:28:01.361249616,10917.01558616001,2024-05
240,2024-03-23 02:55:37.248684626,North America,Commercial,Renewal,Closed Won,NA2,,46,2024-05-18 02:55:37.248684626,83563.18761386049,2024-05
241,2024-02-28 07:11:33.534427224,APAC,Strategic,New Customer,Closed Won,APAC5,,95,2024-05-26 07:11:33.534427224,330364.71072221256,2024-05
242,2024-04-22 13:50:28.701334240,APAC,SMB,Renewal,Closed Lost,APAC3,Pricing,24,2024-07-04 13:50:28.701334240,17358.958572049014,2024-07
243,2024-01-29 08:48:52.189859232,APAC,Enterprise,New Customer,Negotiation,APAC2,,48,2024-06-04 08:48:52.189859232,169518.06198288835,2024-06
244,2024-02-22 05:43:25.760218245,North America,Strategic,Renewal,Closed Lost,NA1,No Decision,97,2024-03-17 05:43:25.760218245,387987.9704968089,2024-03
245,2024-03-09 02:37:48.747223408,North America,Strategic,Renewal,Qualified,NA2,,83,2024-03-14 02:37:48.747223408,340391.2495124037,2024-03
246,2024-05-10 21:04:44.377395600,APAC,Enterprise,Expansion,Qualified,APAC1,,51,2024-05-23 21:04:44.377395600,156189.1011847021,2024-05
247,2024-06-16 05:32:28.669780848,EMEA,SMB,Renewal,Closed Lost,EMEA2,Budget Constraints,25,2024-08-15 05:32:28.669780848,10580.405953313271,2024-08
248,2024-06-30 23:35:18.443828366,APAC,Strategic,Renewal,Proposal,APAC5,,70,2024-12-03 23:35:18.443828366,288569.8022299728,2024-12
249,2024-09-02 00:56:45.586892452,APAC,Enterprise,Renewal,Closed Won,APAC3,,63,2024-11-12 00:56:45.586892452,141304.62634976485,2024-11
250,2024-03-14 22:37:31.137664246,APAC,SMB,Expansion,Closed Won,APAC1,,25,2024-05-10 22:37:31.137664246,10851.171038876597,2024-05
251,2024-05-27 15:24:18.558794904,North America,SMB,Renewal,Discovery,NA6,,26,2024-07-30 15:24:18.558794904,10021.003901042204,2024-07
252,2024-11-08 01:15:31.511486124,North America,Strategic,Renewal,Discovery,NA1,,84,2024-12-31 00:00:00.000000000,260551.7201931377,2024-12
253,2024-10-24 03:13:02.589211288,APAC,Enterprise,Renewal,Qualified,APAC5,,73,2024-12-31 00:00:00.000000000,196038.02479702327,2024-12
254,2024-03-26 01:23:55.756118333,North America,Strategic,Renewal,Proposal,NA7,,95,2024-05-20 01:23:55.756118333,344383.44302265137,2024-05
255,2024-11-10 08:37:46.685442248,North America,Strategic,Renewal,Qualified,NA4,,89,2024-12-31 00:00:00.000000000,332709.4219243946,2024-12
256,2024-01-17 13:32:27.268367740,EMEA,Enterprise,New Customer,Qualified,EMEA8,,78,2024-05-08 13:32:27.268367740,146625.83957618108,2024-05
257,2024-07-30 19:29:03.967237428,APAC,Enterprise,Expansion,Proposal,APAC2,,60,2024-12-31 00:00:00.000000000,216169.8027188828,2024-12
258,2024-02-24 20:59:20.964168129,EMEA,Commercial,Renewal,Discovery,EMEA5,,42,2024-02-29 20:59:20.964168129,57624.42546271237,2024-02
259,2024-07-25 17:06:38.366432790,EMEA,Commercial,Renewal,Closed Lost,EMEA9,Competitor,45,2024-08-25 17:06:38.366432790,48890.22926020315,2024-08
260,2024-01-08 16:05:26.651319893,North America,Commercial,Renewal,Closed Lost,NA9,Competitor,42,2024-03-28 16:05:26.651319893,63101.14843124433,2024-03
261,2024-06-18 11:23:01.482343244,EMEA,Strategic,Renewal,Closed Lost,EMEA9,No Budget,93,2024-08-04 11:23:01.482343244,329380.97928871773,2024-08
262,2024-11-28 03:33:19.302307484,APAC,Enterprise,New Customer,Proposal,APAC1,,73,2024-12-31 00:00:00.000000000,112431.24041905173,2024-12
263,2024-05-09 01:47:34.943486128,North America,Strategic,Renewal,Closed Lost,NA2,Product Fit,89,2024-06-05 01:47:34.943486128,324226.36562865274,2024-06
264,2024-07-22 09:42:11.354027152,EMEA,Commercial,Renewal,Negotiation,EMEA3,,45,2024-12-25 09:42:11.354027152,61607.18700626276,2024-12
265,2024-05-05 12:54:42.968529528,APAC,Enterprise,New Customer,Negotiation,APAC4,,67,2024-08-01 12:54:42.968529528,165531.47064889624,2024-08
266,2024-08-09 10:51:10.290844116,EMEA,Enterprise,Renewal,Closed Won,EMEA10,,71,2024-11-06 10:51:10.290844116,141963.62847547044,2024-11
267,2024-08-14 02:13:23.460467588,EMEA,Enterprise,New Customer,Discovery,EMEA9,,55,2024-09-23 02:13:23.460467588,142700.1347915283,2024-09
268,2024-03-07 07:20:04.255622194,EMEA,Enterprise,Renewal,Discovery,EMEA10,,61,2024-06-04 07:20:04.255622194,187851.63577047447,2024-06
269,2024-01-17 19:08:17.265460667,North America,Commercial,New Customer,Closed Won,NA6,,49,2024-03-02 19:08:17.265460667,70154.67977253592,2024-03
270,2024-06-18 10:19:39.267276496,North America,Enterprise,Expansion,Qualified,NA1,,63,2024-11-18 10:19:39.267276496,163799.76262756923,2024-11
271,2024-12-03 11:02:00.430616708,EMEA,SMB,New Customer,Closed Lost,EMEA9,Competitor,21,2024-12-31 00:00:00.000000000,13455.794330106888,2024-12
272,2024-08-24 08:39:59.053473908,EMEA,Commercial,Expansion,Negotiation,EMEA6,,49,2024-09-26 08:39:59.053473908,53894.42326541539,2024-09
273,2024-08-03 00:27:22.938257116,APAC,Enterprise,Renewal,Closed Lost,APAC4,No Budget,65,2024-08-15 00:27:22.938257116,153669.02493142165,2024-08
274,2024-08-29 05:20:53.401949120,APAC,Enterprise,Renewal,Negotiation,APAC4,,65,2024-11-14 05:20:53.401949120,180362.4221522164,2024-11
275,2024-05-31 15:39:05.308917544,EMEA,Strategic,New Customer,Closed Lost,EMEA3,Lost to Internal Solution,78,2024-10-12 15:39:05.308917544,296272.624943662,2024-10
276,2024-06-27 06:33:13.017889514,EMEA,Enterprise,Renewal,Qualified,EMEA7,,61,2024-12-17 06:33:13.017889514,222344.6022458012,2024-12
277,2024-03-07 01:22:28.521043209,EMEA,Enterprise,Renewal,Closed Lost,EMEA3,Competitor,68,2024-06-18 01:22:28.521043209,139062.1571792157,2024-06
278,2024-05-28 18:51:38.735423972,EMEA,Enterprise,Renewal,Closed Lost,EMEA2,Product Fit,51,2024-07-24 18:51:38.735423972,182095.6841057316,2024-07
279,2024-06-20 18:41:58.652683432,EMEA,Enterprise,Renewal,Closed Lost,EMEA10,Budget Constraints,53,2024-07-16 18:41:58.652683432,178755.98331399122,2024-07
280,2024-03-14 22:20:28.703772507,EMEA,SMB,Renewal,Closed Lost,EMEA8,Lost to Internal Solution,26,2024-06-20 22:20:28.703772507,12653.689201805915,2024-06
281,2024-05-31 14:05:11.661677446,APAC,Commercial,Renewal,Proposal,APAC4,,41,2024-08-31 14:05:11.661677446,79778.57861364572,2024-08
282,2024-08-25 13:09:45.130050916,North America,Commercial,New Customer,Discovery,NA8,,43,2024-12-31 00:00:00.000000000,24183.849766054576,2024-12
283,2024-12-11 09:18:21.427919072,North America,Enterprise,Renewal,Closed Won,NA1,,49,2025-01-24 09:18:21.427919072,185293.3026372227,2025-01
284,2024-03-12 00:57:27.298661016,North America,SMB,Renewal,Closed Lost,NA5,Budget Constraints,28,2024-05-11 00:57:27.298661016,11816.556256555748,2024-05
285,2024-02-25 18:56:41.447212960,EMEA,SMB,Renewal,Closed Lost,EMEA9,Pricing,25,2024-06-26 18:56:41.447212960,13959.939488784685,2024-06
286,2024-05-12 06:55:06.298339996,North America,Commercial,Renewal,Proposal,NA1,,43,2024-09-27 06:55:06.298339996,60729.097010910125,2024-09
287,2024-09-21 16:34:57.085932836,EMEA,Strategic,New Customer,Closed Lost,EMEA4,No Budget,85,2024-12-31 00:00:00.000000000,323124.4905063383,2024-12
288,2024-08-14 15:00:59.133436768,EMEA,Commercial,Renewal,Closed Lost,EMEA6,Lost to Internal Solution,38,2024-10-29 15:00:59.133436768,43902.471123710464,2024-10
289,2024-05-22 05:18:06.458986002,North America,Enterprise,Renewal,Qualified,NA10,,58,2024-06-05 05:18:06.458986002,158171.56248973607,2024-06
290,2024-01-02 01:43:11.762420541,EMEA,SMB,New Customer,Discovery,EMEA8,,26,2024-06-17 01:43:11.762420541,20000.0,2024-06
291,2024-12-03 03:05:18.174577200,North America,Enterprise,Renewal,Negotiation,NA3,,51,2024-12-31 00:00:00.000000000,189827.5523985673,2024-12
292,2024-07-06 14:49:20.460759204,North America,Commercial,Renewal,Negotiation,NA5,,45,2024-12-15 14:49:20.460759204,74034.57565829395,2024-12
293,2024-05-04 18:24:47.148920826,EMEA,Commercial,Renewal,Closed Lost,EMEA7,Pricing,43,2024-08-07 18:24:47.148920826,55308.04235169124,2024-08
294,2024-04-20 23:29:16.599248080,North America,Enterprise,Expansion,Proposal,NA1,,73,2024-08-10 23:29:16.599248080,153609.76578558603,2024-08
295,2024-08-24 12:29:39.079410376,North America,SMB,Renewal,Negotiation,NA7,,23,2024-10-30 12:29:39.079410376,14441.069436119964,2024-10
296,2024-06-30 04:25:44.388266850,EMEA,SMB,Renewal,Negotiation,EMEA8,,26,2024-08-30 04:25:44.388266850,7740.704327130623,2024-08
297,2024-01-12 09:28:44.125639619,EMEA,Commercial,Renewal,Closed Won,EMEA8,,51,2024-03-28 09:28:44.125639619,51323.4866749593,2024-03
298,2024-03-21 09:20:41.332570110,North America,SMB,Renewal,Discovery,NA9,,24,2024-09-06 09:20:41.332570110,11613.561363156748,2024-09
299,2024-09-28 09:18:16.785397124,EMEA,SMB,Renewal,Proposal,EMEA6,,24,2024-12-31 00:00:00.000000000,14862.472758421634,2024-12
300,2024-02-04 01:09:19.687050560,North America,Commercial,Renewal,Closed Lost,NA6,Competitor,49,2024-04-23 01:09:19.687050560,65516.1695149508,2024-04
301,2024-07-31 13:50:26.516023776,North America,Strategic,Renewal,Discovery,NA2,,72,2024-12-13 13:50:26.516023776,313177.5067841848,2024-12
302,2024-01-08 21:20:12.846946516,EMEA,Enterprise,Expansion,Proposal,EMEA3,,64,2024-02-21 21:20:12.846946516,184224.32530255863,2024-02
303,2024-12-11 00:15:11.015496320,EMEA,Enterprise,New Customer,Negotiation,EMEA4,,44,2024-12-31 00:00:00.000000000,167421.2040255831,2024-12
304,2024-12-03 19:46:54.651705356,EMEA,Commercial,Renewal,Closed Lost,EMEA4,Budget Constraints,51,2024-12-31 00:00:00.000000000,74267.17011912432,2024-12
305,2024-08-14 02:26:12.246973744,EMEA,Strategic,New Customer,Discovery,EMEA8,,87,2024-12-31 00:00:00.000000000,330903.91805192706,2024-12
306,2024-10-31 15:51:50.252373004,APAC,Commercial,Renewal,Negotiation,APAC1,,44,2024-12-31 00:00:00.000000000,83152.57073021724,2024-12
307,2024-01-31 02:46:47.603384677,EMEA,SMB,Renewal,Proposal,EMEA10,,23,2024-06-12 02:46:47.603384677,11805.5141816739,2024-06
308,2024-08-23 07:43:29.119204016,North America,Enterprise,New Customer,Discovery,NA4,,44,2024-12-22 07:43:29.119204016,205634.88082149185,2024-12
309,2024-08-02 12:16:58.484266332,EMEA,SMB,New Customer,Closed Lost,EMEA4,No Budget,27,2024-08-16 12:16:58.484266332,12726.034984237973,2024-08
310,2024-06-06 17:16:06.332962412,North America,Commercial,New Customer,Discovery,NA1,,44,2024-07-12 17:16:06.332962412,50703.41798810224,2024-07
311,2024-03-05 00:27:20.370490737,EMEA,Enterprise,Renewal,Negotiation,EMEA3,,90,2024-07-01 00:27:20.370490737,240039.3628871005,2024-07
312,2024-12-26 14:27:31.400435888,North America,Strategic,Expansion,Discovery,NA5,,81,2024-12-31 00:00:00.000000000,357742.72060908354,2024-12
313,2024-07-18 16:49:21.183384754,North America,Enterprise,Renewal,Closed Lost,NA6,No Decision,53,2024-11-18 16:49:21.183384754,180858.08232949785,2024-11
314,2024-10-17 10:31:55.093758168,APAC,Enterprise,New Customer,Closed Won,APAC1,,51,2025-01-05 10:31:55.093758168,194149.9087452599,2025-01
315,2024-07-27 10:39:42.656260284,EMEA,Strategic,Expansion,Closed Won,EMEA9,,88,2024-10-08 10:39:42.656260284,297949.5325424252,2024-10
316,2024-11-06 21:53:12.953892808,EMEA,SMB,Renewal,Negotiation,EMEA9,,27,2024-12-31 00:00:00.000000000,9882.97121837228,2024-12
317,2024-05-28 12:14:47.410018858,EMEA,Commercial,New Customer,Proposal,EMEA1,,50,2024-08-08 12:14:47.410018858,74854.5371577006,2024-08
318,2024-11-19 22:51:19.902798284,North America,Commercial,Renewal,Negotiation,NA9,,37,2024-12-31 00:00:00.000000000,60063.96505000161,2024-12
